title,rating,detail,level
Machine Learning Intro for Python Developers,4.0,Get started with Machine Learning Algorithms | By Frank Anemaet,Beginner
R for Statistics and Machine Learning by Project,0.0,R Programming for Data Science & Data Analysis. Applying R for Statistics and Data Visualization in R | By Xcourse Team,All Levels
R Deep Learning Solutions,4.5,"Powerful, independent videos to build deep learning models in different application areas using R libraries | By Packt Publishing",Expert
Rock Machine Learning with Python - Multiple LIVE Coding,3.2,"Learn Machine Learning with 30+ LIVE Coding ?‍♂️ Statistics, Data Analysis, Linear,Logistic Regression,KNN, SVM | By Up Degree",Beginner
Mastering Machine Learning and Deep Learning with TensorFlow,2.6,"Utilize TensorFlow & Build, Run, Implement Deep Neural Network And Convolutional Neural Network | By TetraNoodle Team",All Levels
Machine Learning for OpenCV 3 - Advanced Methods,0.0,A practical introduction to the world of machine learning and image processing using OpenCV and Python | By Packt Publishing,Intermediate
Spark Machine Learning Project (House Sale Price Prediction),3.3,All Levels,1.5 total hours
Hands-On Deep Learning with TensorFlow 2.0,2.7,"Your hands-on guide Deep Learning to get you up and running with TensorFlow 2.0, more effectively than other courses! | By Packt Publishing",Beginner
70-774 Microsoft Azure machine learning practice exams 2020,0.0,Preparation for Microsoft Azure machine learning Certification 2020 | By Data Science Python | Microsoft BI,20 questions
Datascience with R Language,3.5,R language | By Ram Reddy,Beginner
Random Forest Algorithm in Machine Learning,2.3,mprove the model Performance using Random Forest. | By Data Training Campus,Intermediate
One Stop Guide to Deep Learning with TensorFlow: 5-in-1,1.0,Channel the power of deep learning with Google's brainchild TensorFlow to develop smart systems from scratch! | By Packt Publishing,Beginner
Core skill for data science: learn dplyr package in R,3.5,Master data manipulation task in R which is one of the most important tasks in data science cycle | By Dunk Chawannut,Beginner
Deep Learning: An Introduction,3.1,"Deep Learning / Artificial Intelligence is the most exciting, highly sought & one of the fastest-growing field nowadays | By AkaSkills! 35,000+ Students",Beginner
Jupyter Notebook - Big Data Visualization Tool,0.0,Jupyter Notebook - Big Data Visualization Tool for Data Scientist & Big data Engineers An Open Source Tool (Free Source) | By Bigdata Engineer,Beginner
Machine Learning Terminology & Process For Beginners,3.6,Learn Machine Learning Terminology & Process and gain solid understanding along with hand-on labs. Master 5 Steps of ML | By ClayDesk E-learning,Beginner
Learn TensorFlow Slim(TF-Slim) From Scratch,4.2,Tackle common commercial machine learning problems with TensorFlow Slim(TF-Slim). | By MagicTech Academy,All Levels
Octave Neural Network - Advanced,3.0,"Master Plotting, Matrix Manipulation, Set Operations, Image Processing, Audio Processing, Data Containers, Octave Script | By SimpliCode Point",Intermediate
Advanced Practical Reinforcement Learning,1.0,A comprehensive guide to concepts and advanced algorithm in reinforcement learning | By Packt Publishing,Expert
Applied Machine Learning and Deep Learning with R,3.0,Deep dive into your data with the power of R | By Packt Publishing,Expert
Natural Language Processing in Practice,3.0,"Build chatbots, text analyzers, classifiers, and more with NLP | By Packt Publishing",Beginner
R Programming™ for Data Analysis for Absolute Beginners,0.0,"Learn R Programming Hands-on - Vectors and Data Frames, R Packages & Functions, Data Visualization, ML & Many More | By Teach Premium",Beginner
Learning Computer Vision with Tensorflow,2.7,Exploit the power of TensorFlow to create powerful image processing applications | By Packt Publishing,Intermediate
Learn Python For Data Science W/ Search & Recommender Algos!,4.3,"Practice hands-on text mining with no prior coding skills! Learn basic keyword extraction, search, and recommendation. | By Larry Wai",Beginner
Fundamentals of image smoothing,0.0,"Learn effects like bilateral smoothing, Gaussian blur, median and average blur using opencv and python | By Evergreen Technologies",Beginner
Java Deep Learning Solutions,3.1,Understand Deep Learning algorithms with the most famous Java Framework: DL4J | By Packt Publishing,Expert
Deep Learning Projects with PyTorch,3.4,Step into the world of PyTorch to create deep learning models with the help of real-world examples | By Packt Publishing,Intermediate
Step-by-Step Machine Learning with Python,3.9,Put your Python skills to the test and enter the big world of data science to learn the most effective machine learning | By Packt Publishing,Beginner
Artificial Intelligence #4:SVM & Logistic Classifier methods,3.4,Classification methods for students & professionals. Learn Support Vector Machine & Bayes Classification &code in python | By Sobhan N.,All Levels
Python Deep Learning Solutions,3.3,"Over 20 practical videos on neural network modeling, reinforcement learning, and transfer learning using Python | By Packt Publishing",Intermediate
"Machine Learning with Python, scikit-learn and TensorFlow",3.1,"Apply Machine Learning techniques to solve real-world problems with Python, scikit-learn and TensorFlow | By Packt Publishing",Beginner
R: Programming & Troubleshooting: 3-in-1,0.0,Learn programming in R and how to tackle common obstacles faced during performing tasks | By Packt Publishing,Beginner
The Ultimate 2019 Deep Learning & Machine Learning Bootcamp,4.1,"Use Tensorflow, Keras & Python to build Feedforward, Convolutional, Recurrent, Generative Adversarial Networks & more... | By M Ajmir GOOLAM HOSSEN",All Levels
Machine Learning and Data Science Essentials with Python & R,4.0,"Master Machine Learning with Python, Tensorflow & R. Data Science is the most in-demand and Highest Paying Job of 2018 | By AkaSkills! 35,000+ Students",All Levels
Distributed Deep Learning with Apache Spark,1.0,End to end pipeline with different deep learning frameworks to be embedded in Spark workflows | By Packt Publishing,Intermediate
"Logistic Regression, Decision Tree and Neural Network in R",3.8,"Logistic Regression, Decision Tree and Neural Network in R | By Modeste Atsague",All Levels
LEARNING PATH: TensorFlow: Complete Solutions to TensorFlow,4.3,"Perform efficient deep learning on images, text, and data using TensorFlow | By Packt Publishing",Intermediate
Python Machine Learning - Part 1,3.7,Unlock deeper insights into Machine Leaning with this vital guide to cutting-edge predictive analytics | By Packt Publishing,Beginner
Basics of R for Data Science,0.0,"with R language | By Prof. M. NAGABHUSHANA RAO , Team, K L UNIVERSITY - INDIA",Intermediate
R for Data Science Solutions,3.2,Over 100 hands-on tasks to help you effectively solve real-world data problems using the most popular R packages and tec | By Packt Publishing,Intermediate
Troubleshooting Python Machine Learning,3.7,Quick fixes for all your Python Machine Learning frustrations | By Packt Publishing,Expert
Learn Advance Data Visualization with R,3.5,Learn Advance Concepts of Data Visualisation. You will learn how to visualise the data using R programming tool. | By Easylearning guru,All Levels
LEARNING PATH: R: Machine Learning and Deep Learning with R,2.0,Combine the power of machine learning and deep learning to create powerful data science applications | By Packt Publishing,Intermediate
Data Mining Through Cluster Analysis Using Python,4.1,"Discover two non-hierarchical clustering algorithms, k-means and DBSCAN. | By Ermin Dedic",All Levels
First step towards learning Artificial Intelligence,3.5,Start learning AI now | By Aaqib Ahmad,Beginner
R: Programming and Data Science,4.0,Become proficient in statistical and data analysis with R programming concepts | By Packt Publishing,Beginner
Hands-On Python Deep Learning,3.0,Implementing deep learning algorithms with Python | By Packt Publishing,Beginner
Tensorflow Solutions for Data,0.0,Use Tensorflow's capabilities to perform efficient deep learning on Data sets | By Packt Publishing,Intermediate
Practical Python Data Science Techniques,4.1,Learn practical solutions to Data Science problems with Python | By Packt Publishing,Intermediate
Python Machine Learning in 7 Days,2.8,Build powerful Machine Learning models using Python with hands-on practical examples in just a week. | By Packt Publishing,Expert
What is Data Science?,2.6,Build your mathematics and statistics foundations strongly and ensure your Data science fundamentals are in place! | By Sai Acuity Institute of Learning Pvt Ltd Enabling Learning Through Insight!,All Levels
Learn 3D AR technology with Xcode and Python!,0.0,Learn to enhance and better visualize your apps with AR technology! Code in Python and Xcode! | By John Bura,All Levels
TensorFlow 1.x Deep Learning Recipes for AI applications,0.0,Real-life use cases to build artificial intelligence algorithms with TensorFlow | By Packt Publishing,Expert
Learn Artificial Intelligence with TensorFlow,3.5,Get hands-on and create your own machine learning solutions | By Packt Publishing,Intermediate
Hands-On Machine Learning with Python and Scikit-Learn,3.1,Develop and apply the best machine learning practices using the powerful features of Python and scikit-learn | By Packt Publishing,Intermediate
Deep Learning with TensorFlow 2.0 in 7 Steps,4.0,Seven short lessons and exercises to get you started with deep learning using TensorFlow 2.0 faster than other courses! | By Packt Publishing,Beginner
