title,rating,level,link,detail
Machine Learning: Data Analysis 2017,3.3,All Levels,https://www.udemy.com/course/machine-learning-data-analysis/,"Machine Learning is the most up to date technique in data analysis. Learn this course and enjoy the top-paying jobs. | By EDULearning Academy, Inc"
Hands-On Artificial Intelligence for Small Businesses,0.0,Beginner,https://www.udemy.com/course/hands-on-artificial-intelligence-for-small-businesses/,"Drive your business with faster, smarter solutions and services using the power of Artificial Intelligence | By Packt Publishing"
If You Can Cook You Can Code Vol 5: Artificial Intelligence,3.2,All Levels,https://www.udemy.com/course/artificial-intelligence/,Get a complete tour of the AI landscape in late 2016 in plain English that you can understand even if you don't code. | By Timothy Kenny
Decision Tree and Random Forest Python from Zero to Hero,0.0,All Levels,https://www.udemy.com/course/decision-tree-and-random-forest-python-from-zero-to-hero/,"Machine Learning Introduction and random forest in depth using Python, Pandas, Numpy, ScikLearn and Matplotlib | By AI Sciences"
Machine Learning with TensorFlow - Step by Step Tutorial,0.0,Intermediate,https://www.udemy.com/course/machine-learning-with-tensorflow-step-by-step-tutorial/,Tackle common commercial Machine Learning problems with Google’s TensorFlow library and build deployable solutions | By Packt Publishing
R Data Analysis Solutions - Machine Learning Techniques,4.0,Intermediate,https://www.udemy.com/course/r-data-analysis-solutions-machine-learning-techniques/,Over 40 recipes dedicated to machine learning techniques | By Packt Publishing
TensorFlow for Neural Network Solutions,0.0,Intermediate,https://www.udemy.com/course/tensorflow-for-neural-network-solutions/,"Explore high-level concepts such as neural networks, CNN and RNN using TensorFlow. | By Packt Publishing"
Data Science Essentials Advanced Algorithms & Visualizations,5.0,Intermediate,https://www.udemy.com/course/data-science-essentials-advanced-algorithms-visualizations/,Become an efficient data science practitioner by understanding Python's key concepts | By Packt Publishing
Python Deep Learning for Beginners,0.0,Beginner,https://www.udemy.com/course/python-deep-learning-for-beginners/,Apply deep learning concepts and use Python to solve challenging tasks | By Packt Publishing
Deep Learning Architectures and Applications,2.8,Expert,https://www.udemy.com/course/deep-learning-architectures-and-applications/,"Learn Deep Convolutional GAN, Word Embeddings and RNN using Keras. | By Packt Publishing"
Beyond MNIST Example: Practical Convolutional NNs,4.3,Beginner,https://www.udemy.com/course/beyond-mnist-example-practical-convolutional-nns/,"If you are tired of not going further step after watching MNIST Tutorial, you are welcome! | By Mehmet Burak SAYICI"
Learn To Gain Writing Skills Using Artificial Intelligence,4.3,All Levels,https://www.udemy.com/course/learn-to-gain-writing-skills-using-artificial-intelligence/,Towards Compiling a WOW Content likewise | By Dr. Dheeraj Mehrotra
Get Friendly With A.I. Basics,2.8,Beginner,https://www.udemy.com/course/get-friendly-with-ai-basics/,Towards Learning of basic skills of AI | By Dr. Dheeraj Mehrotra
Big Data and Real World,4.4,All Levels,https://www.udemy.com/course/big-data-and-real-world/,"How to use Big Data technologies to learn the thruth about people, behaviours and the world around us | By Giorgio Ferrari"
Data Science with Jupyter: 2-in-1,3.7,Beginner,https://www.udemy.com/course/data-science-with-jupyter-2-in-1/,Get the most out of Jupyter to perform various data science tasks | By Packt Publishing
Deep Dive into Statistical Modeling with R,3.5,Intermediate,https://www.udemy.com/course/deep-dive-into-statistical-modeling-with-r/,"Learn to acquire, manipulate, analyse, and model your data for powerful data analytics with the R programming language. | By Packt Publishing"
Machine Learning with scikit-learn and Tensorflow,3.3,Intermediate,https://www.udemy.com/course/machine-learning-with-scikit-learn-and-tensorflow/,Learn everything you need to know about Machine learning with Tensorflow and Scikit-Learn | By Packt Publishing
Beginning Application Development with TensorFlow and Keras,2.6,Beginner,https://www.udemy.com/course/beginning-application-development-with-tensorflow-and-keras/,"Learn to design, develop, train, and deploy TensorFlow and Keras models as real-world applications | By Packt Publishing"
Machine Learning iOS 11,3.2,All Levels,https://www.udemy.com/course/machine-learning-ios-11/,"Machine Learning (Core ML), iOS 11, text recognition (OCR) | By David Kababyan"
R: Learn to Program in R & Use R for Effective Data Analysis,3.7,Intermediate,https://www.udemy.com/course/redwoodassociatesr/,Go deeper into Data Analysis. Learn R—Google & Facebook employees use it to do data manipulation and management. | By ATI - Analytics Training Institute
Hands-on Machine Learning with TensorFlow,4.1,Intermediate,https://www.udemy.com/course/hands-on-machine-learning-with-tensorflow/,Transcend your machine learning experience by leveraging it with the cutting edge library - TensorFlow | By Packt Publishing
Introduction To Deep Learning - Statistics And Data Analysis,0.0,All Levels,https://www.udemy.com/course/introduction-to-deep-learning-statistics-and-data-analysis/,"Work With Real World Sample Data And Learn Descriptive Statistics, Inferential Statistics And Data Visualisations. | By TetraNoodle Team"
Learn R Programming from Scratch,3.1,All Levels,https://www.udemy.com/course/learn-r-programming-from-scratch/,Learn the fundamentals of the R Programming from Basics to Advanced. | By Sunil Kumar Gupta
Practical Data Science,3.8,All Levels,https://www.udemy.com/course/data-science/,You will gain the necessary practical skills to jump start your career as a Data Scientist! | By Atul Bhardwaj
Tensorflow Solutions for Text,3.2,Expert,https://www.udemy.com/course/tensorflow-solutions-for-text/,Use deep learning to make predictions on email | By Packt Publishing
Fun with Statistics,4.4,All Levels,https://www.udemy.com/course/fun-with-statistics/,Statistics-Random Numbers | By Abubble bee
Deep Learning : Plunge into Deep Learning,3.6,Beginner,https://www.udemy.com/course/plunge-into-deep-learning/,Learn to create Deep Learning models starting from basics | By Muni Kumar Gopu V R
Getting Started with TensorFlow 2.0 for Deep Learning,4.0,Intermediate,https://www.udemy.com/course/getting-started-with-tensorflow-20-for-deep-learning/,Learn to develop deep learning models and kickstart your career in deep learning with TensorFlow 2.0 | By Packt Publishing
Fun with Statistics,4.4,All Levels,https://www.udemy.com/course/fun-with-statistics/,Statistics-Random Numbers | By Abubble bee
Learning Neural Networks with Tensorflow,0.0,Intermediate,https://www.udemy.com/course/learning-neural-networks-with-tensorflow/,Dive into Neural Networks by solving real real-world datasets using Tensorflow | By Packt Publishing
Hands-On Deep Learning for Computer Vision,3.5,Beginner,https://www.udemy.com/course/hands-on-deep-learning-for-computer-vision/,"Generate, detect, and classify images faster and more accurately | By Packt Publishing"
Machine Learning with R Programming,3.8,All Levels,https://www.udemy.com/course/machine-learning-with-r-programming/,Learn in Detail How to execute Machine Learning Algorithms in R Programming | By Easylearning guru
Data Wrangling with Python,3.6,Beginner,https://www.udemy.com/course/data-wrangling-with-python/,Creating actionable data from raw sources | By Packt Publishing
Deep Learning and NLP with Python: 2-in-1,3.5,Beginner,https://www.udemy.com/course/deep-learning-and-nlp-with-python-2-in-1/,Unleash the power of deep learning and NLP to build real-world applications | By Packt Publishing
Hands-On Data Analytics with R,0.0,Intermediate,https://www.udemy.com/course/hands-on-data-analytics-with-r/,Explore a variety of statistical and Machine Learning techniques using R | By Packt Publishing
Jupyter for Data Science,2.0,Beginner,https://www.udemy.com/course/jupyter-for-data-science/,Your one-stop guide to building an efficient data science pipeline using Jupyter. | By Packt Publishing
Machine Learning on Python by OrangeTree Global,0.0,Intermediate,https://www.udemy.com/course/machine-learning-on-python-by-orangetree-global/,"A clear understanding about the machine learning theory, techniques and its application in Jupyter Notebook platform | By OrangeTree Global"
Millionaire Artificial Intelligence Strategy 1.0,1.5,Beginner,https://www.udemy.com/course/millionaire-artificial-intelligence-strategy-1/,Get acquainted with AI and the emerging workforce and develop a winning strategy to be an authority in future of work. | By Zacchaeus Akinwale
Neural Networks in Machine Learning for Developers,0.0,Intermediate,https://www.udemy.com/course/neural-networks-in-machine-learning-for-developers/,Enhance your knowledge of Neural Networks | By Packt Publishing
Learn Python: Your First Step Toward Data Science,4.0,Beginner,https://www.udemy.com/course/python-your-first-step-toward-data-science/,Harness the power of data science by learning Python | By Packt Publishing
Deep Learning with Apache Spark,0.0,Intermediate,https://www.udemy.com/course/deep-learning-with-apache-spark/,Deploy efficient deep learning models with Apache Spark | By Packt Publishing
Hands-On R and its Libraries in 4 Hours,0.0,Beginner,https://www.udemy.com/course/hands-on-r-and-its-libraries-in-4-hours/,Dive into the essential know-how of R and its libraries for performing various data science tasks | By Packt Publishing
Beginner to Advanced Guide on Machine Learning with R Tool,2.8,All Levels,https://www.udemy.com/course/beginner-to-advanced-guide-on-machine-learning-with-r-tool/,Learn Machine Learning with the help of R programming | By Elementary Learners
"Machine Learning With R, T-SQL, and SSRS",2.4,Intermediate,https://www.udemy.com/course/machine-learning-with-r-t-sql-and-ssrs/,Learn how to use R from within T-SQL and publish your results in SSRS! | By Andrew McLaughlin
Deep Learning with Python - A Complete Guide!: 2-in-1,0.0,Beginner,https://www.udemy.com/course/deep-learning-with-python-a-complete-guide-2-in-1/,Dive into implementing intelligent systems using Deep Learning with Python | By Packt Publishing
Using AI to Transform Search,3.3,Intermediate,https://www.udemy.com/course/using-ai-to-transform-search/,Make your searches more responsive and smarter by applying Artificial Intelligence to it | By Packt Publishing
